,path,interval_folder,sector,ticker,size_bytes,size_gb
40,15_min_interval_stocks/Financials/OXLCN.csv,15_min_interval_stocks,Financials,OXLCN,197339,0.00018378626555204391
41,15_min_interval_stocks/Financials/DCOMG.csv,15_min_interval_stocks,Financials,DCOMG,49631,4.6222470700740814e-05
42,15_min_interval_stocks/Financials/FNF.csv,15_min_interval_stocks,Financials,FNF,7731134,0.007200179621577263
43,15_min_interval_stocks/Financials/MMC.csv,15_min_interval_stocks,Financials,MMC,10500912,0.009779736399650574
44,15_min_interval_stocks/Financials/NEWTI.csv,15_min_interval_stocks,Financials,NEWTI,113827,0.00010600965470075607
45,15_min_interval_stocks/Financials/FXNC.csv,15_min_interval_stocks,Financials,FXNC,545839,0.0005083521828055382
46,15_min_interval_stocks/Financials/PFL.csv,15_min_interval_stocks,Financials,PFL,6786843,0.006320740096271038
47,15_min_interval_stocks/Financials/MHI.csv,15_min_interval_stocks,Financials,MHI,6047472,0.005632147192955017
48,15_min_interval_stocks/Financials/AROW.csv,15_min_interval_stocks,Financials,AROW,6055440,0.005639567971229553
49,15_min_interval_stocks/Financials/DMA.csv,15_min_interval_stocks,Financials,DMA,442247,0.0004118746146559715
50,15_min_interval_stocks/Financials/MMT.csv,15_min_interval_stocks,Financials,MMT,8087518,0.007532088086009026
51,15_min_interval_stocks/Financials/CIVB.csv,15_min_interval_stocks,Financials,CIVB,3008105,0.002801516093313694
52,15_min_interval_stocks/Financials/TRINI.csv,15_min_interval_stocks,Financials,TRINI,77964,7.260963320732117e-05
53,15_min_interval_stocks/Financials/GBBKW.csv,15_min_interval_stocks,Financials,GBBKW,45623,4.2489729821681976e-05
54,15_min_interval_stocks/Financials/GBLI.csv,15_min_interval_stocks,Financials,GBLI,3035309,0.0028268517926335335
55,15_min_interval_stocks/Financials/ILLR.csv,15_min_interval_stocks,Financials,ILLR,90285,8.408445864915848e-05
56,15_min_interval_stocks/Financials/JOF.csv,15_min_interval_stocks,Financials,JOF,6258323,0.005828517489135265
57,15_min_interval_stocks/Financials/BCML.csv,15_min_interval_stocks,Financials,BCML,1702604,0.0015856735408306122
58,15_min_interval_stocks/Financials/RMT.csv,15_min_interval_stocks,Financials,RMT,6597468,0.006144370883703232
59,15_min_interval_stocks/Financials/MQY.csv,15_min_interval_stocks,Financials,MQY,6977485,0.006498289294540882
60,15_min_interval_stocks/Financials/DGICB.csv,15_min_interval_stocks,Financials,DGICB,447671,0.0004169261083006859
